price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,state
1622172,19,9,14945,42764,1965,90003,California
1920025,5,2,1599,2427,2001,90001,California
1250048,1,1,619,1504,1963,90005,California
692413,5,1,2840,6694,2013,90004,California
1484527,1,1,1320,2213,1976,90005,California
746514,5,3,2873,10639,1960,90000,California
263871,20,9,14289,32193,1978,90000,California
880595,20,10,7291,28067,2017,90002,California
555575,5,3,2606,6045,1950,90000,California
1179911,3,1,1269,3516,1997,90003,California
1376023,4,4,2571,8103,2022,90004,California
587807,8,3,3764,12290,1955,90001,California
1737240,10,5,4683,13070,1968,90005,California
665982,8,4,5321,9954,1951,90004,California
1627370,15,7,15762,23791,1969,90005,California
1564602,18,8,8419,19144,2002,90005,California
260749,10,6,3251,9171,2017,90003,California
1338554,4,1,2419,4549,1996,90004,California
267351,6,2,2599,4250,1963,90000,California
632856,11,6,13503,33023,1955,90004,California
764373,20,8,11093,40266,2021,90004,California
1142473,4,1,2978,7231,2000,90002,California
292548,3,1,709,1230,1982,90000,California
1541314,6,1,1858,6467,1997,90004,California
1672423,12,5,16457,20532,2020,90001,California
1764994,2,1,1315,4047,1995,90002,California
1627228,15,6,15926,32441,1995,90002,California
1332395,5,2,1826,6596,2014,90001,California
1790361,1,1,1346,4163,2003,90004,California
1713411,10,5,3834,5192,1985,90004,California
1569314,15,7,16226,57852,1959,90002,California
375833,19,8,8823,15277,2002,90000,California
1902196,15,6,19724,64376,1991,90000,California
716188,15,7,9778,25716,2008,90005,California
818399,14,5,18113,56032,1963,90001,California
1830638,15,7,14467,29777,1992,90003,California
1195356,14,5,7776,28438,1973,90003,California
1225437,1,1,665,1299,2000,90001,California
1286546,11,6,11937,23431,1975,90001,California
824543,11,5,8388,25236,2021,90004,California
1526386,16,7,16847,34281,1993,90004,California
1330895,9,5,4292,4996,1981,90004,California
626273,6,1,2473,4946,1970,90003,California
763525,20,8,10746,13039,1952,90000,California
425225,8,3,4710,11464,1976,90001,California
418010,6,5,2183,5171,2007,90003,California
754323,16,7,17009,22291,1989,90003,California
824322,19,9,19749,45490,2001,90003,California
1444199,5,2,1802,2827,1975,90002,California
1304108,15,6,15951,37670,1960,90000,California
1912850,2,1,657,1948,1972,90002,California
625024,6,2,2377,3014,2022,90000,California
893112,16,8,9287,10003,1973,90003,California
920122,12,5,13650,27032,2021,90005,California
1129862,4,2,2328,4463,2020,90005,California
1498283,1,1,888,2110,1951,90005,California
360722,14,6,18586,72176,2016,90003,California
929365,14,7,12932,40990,1982,90000,California
184135,8,5,5942,20288,2008,90001,California
1924851,18,10,9915,20902,2007,90003,California
1545759,16,8,10069,22228,1985,90002,California
1671253,9,2,5528,14719,1973,90003,California
1857758,8,3,5316,11472,1978,90004,California
1007192,19,9,12657,17630,1967,90004,California
1105593,10,5,6870,19328,1974,90004,California
937503,20,8,12137,35940,1992,90005,California
1858701,3,1,523,2022,2014,90004,California
207960,10,4,6225,12485,1986,90003,California
1461562,18,7,8181,13476,1998,90005,California
136277,17,7,19829,36730,1983,90003,California
969385,12,6,7158,20818,1953,90005,California
1125768,15,9,7564,19483,1956,90000,California
1560985,11,5,14027,49467,1974,90005,California
346974,16,8,13245,38183,1999,90005,California
1279327,11,5,12819,19946,1980,90002,California
200706,10,6,5869,7948,1954,90000,California
1129106,3,2,1091,2170,1958,90003,California
1130118,4,1,1840,6421,2019,90001,California
750675,15,7,16066,60244,1993,90003,California
829406,4,3,2393,4171,2012,90000,California
1471007,17,8,13693,48404,1981,90002,California
516590,13,5,13285,17543,1996,90004,California
902136,8,3,4680,10322,1966,90005,California
485274,2,1,766,1542,1955,90004,California
1594550,14,7,12356,18932,1988,90001,California
1183872,13,6,14653,50043,2002,90001,California
1213437,12,6,19247,64053,1994,90005,California
1093095,11,5,18974,55810,1976,90005,California
1732087,4,3,1979,5655,1958,90004,California
702230,10,4,4098,14397,1976,90003,California
129837,10,5,4695,8420,2004,90003,California
675641,11,5,17422,41050,1950,90002,California
580353,6,1,2548,7697,1993,90005,California
1952109,5,2,1860,4902,1989,90000,California
1271710,9,3,6451,18977,1954,90003,California
643299,1,1,1022,1937,1954,90003,California
1650417,14,8,13612,35348,1960,90002,California
471258,15,8,16958,44710,1997,90002,California
1313814,3,1,523,1731,1982,90004,California
1864050,6,2,1674,5970,2019,90001,California
1548962,8,3,4021,7641,1963,90000,California
1693519,20,10,18981,52717,1964,90005,California
121779,19,9,11247,24858,1987,90000,California
1644511,20,7,8970,11588,2006,90003,California
1624508,7,3,3630,7437,1975,90004,California
358026,14,7,13463,38776,2016,90005,California
1475540,18,9,19779,61687,1979,90001,California
1265893,13,8,15001,26600,2006,90000,California
648489,12,6,17863,21323,2001,90004,California
1320296,2,1,1199,4689,2020,90000,California
1272245,13,6,10583,41416,1977,90000,California
1436693,18,7,16321,44943,2017,90002,California
1934468,14,9,13847,46689,2018,90000,California
1723332,20,8,19909,23953,2000,90002,California
712181,5,4,1652,4948,1954,90000,California
1999836,8,3,5813,7145,2020,90003,California
1117020,13,6,8410,31927,1999,90001,California
495453,16,6,9248,33433,1956,90000,California
1192364,5,3,2357,4425,1990,90000,California
496798,9,4,6790,10112,2003,90000,California
1551561,2,1,510,1782,1996,90002,California
730206,2,1,542,1071,1951,90003,California
188191,10,3,5267,17201,1967,90001,California
1474403,5,2,1657,3349,2000,90005,California
1488727,3,1,898,2018,2004,90004,California
261576,12,6,19608,62396,1986,90001,California
174789,7,3,3878,10963,1954,90003,California
1520003,19,9,17267,42308,1950,90005,California
1206516,3,1,1082,2269,1986,90004,California
952667,3,1,1006,1858,1962,90003,California
1518642,18,10,15668,36642,1975,90003,California
652323,6,3,2404,5545,1999,90002,California
171556,6,1,2616,6897,1983,90002,California
1990945,2,3,692,1658,2010,90001,California
1571352,10,4,6386,10961,1961,90000,California
388616,15,7,8777,22804,1955,90003,California
1001935,6,2,1793,3843,2021,90001,California
1691457,2,1,1342,4911,1992,90000,California
1415941,17,7,12093,46665,1990,90000,California
1956914,1,1,1375,4193,2019,90001,California
1672404,4,2,2592,9472,2018,90000,California
967453,2,1,606,2286,1998,90004,California
1630739,20,10,18730,36333,2009,90000,California
449198,17,9,10207,28973,2017,90003,California
281038,8,1,3095,6255,1959,90003,California
169554,20,10,19511,37369,2019,90004,California
1851901,9,4,3741,5817,1989,90004,California
560583,16,7,8787,34431,1995,90000,California
1616403,7,4,3170,8277,1997,90004,California
248112,17,8,14678,40802,1956,90002,California
931007,19,8,10024,25970,1981,90003,California
1169139,8,3,4557,11083,1985,90003,California
342153,20,10,7073,19291,1961,90005,California
1210847,16,8,8277,26288,2008,90001,California
248980,8,3,3067,8858,1992,90002,California
1763640,15,7,8932,21360,1959,90005,California
1354428,12,6,7962,17642,1992,90001,California
1615370,15,6,9468,10214,2012,90001,California
1693224,20,10,11494,12319,2013,90002,California
318538,6,1,1851,7040,2001,90002,California
982141,10,3,6939,15528,1980,90004,California
1992533,4,1,2836,8881,1973,90000,California
1466118,8,3,3337,9138,1960,90004,California
381465,11,5,10298,14821,1978,90002,California
145058,10,5,6845,18938,2014,90000,California
261439,12,4,12667,26918,1960,90004,California
471333,1,1,611,1312,1973,90004,California
1994361,8,4,3848,6381,1974,90002,California
1213858,16,7,15741,50227,1963,90001,California
482160,10,4,3777,13758,1998,90001,California
751197,13,6,15154,17877,1952,90005,California
726218,15,6,9840,17041,1992,90000,California
444149,19,9,8126,12403,2018,90005,California
1755831,18,10,9050,15143,1969,90000,California
1551225,20,10,18205,64256,1992,90003,California
1250734,14,7,12876,19722,1974,90000,California
412871,6,2,1542,4532,1972,90004,California
677404,12,6,12712,39364,2011,90001,California
857867,16,7,16609,20514,2015,90000,California
653866,10,5,5997,21065,2016,90002,California
1720558,19,10,13659,50728,1998,90005,California
1308136,18,9,14844,23713,1980,90000,California
978110,12,6,18239,60029,1990,90004,California
1085597,4,1,2793,10332,1982,90005,California
1300216,9,3,5725,11938,1992,90001,California
1030177,7,5,3343,8273,1954,90000,California
1818223,20,8,12287,43742,1995,90001,California
731295,13,5,13792,45523,1994,90002,California
1864051,8,4,5319,12122,1984,90003,California
295753,15,5,17665,66800,2007,90000,California
806044,9,4,4025,5052,1956,90001,California
134884,15,5,14190,54165,1962,90002,California
1301434,18,8,17625,34046,1991,90005,California
1836021,3,1,1000,2561,2019,90004,California
1468845,5,2,2169,4718,1957,90005,California
1490534,10,4,6284,15116,1995,90001,California
1881387,18,8,18189,53288,1987,90004,California
1642767,12,5,11930,17850,1962,90001,California
472481,12,5,8020,22709,1959,90004,California
1957499,19,7,17453,66144,1961,90004,California
1558362,13,7,10180,30540,1996,90000,California
1570886,3,4,1340,4814,1995,90004,California
1474618,10,5,4700,13345,1978,90003,California
1488284,17,8,11241,22516,1991,90002,California
100580,15,7,7055,11100,1967,90002,California
1588034,4,4,1948,4115,1993,90003,California
865442,11,7,12258,26425,1952,90004,California
1870591,12,7,19299,61894,1968,90002,California
1500554,15,6,10765,17662,1956,90002,California
245781,7,3,5335,14221,1974,90000,California
1666355,6,2,2364,5082,2016,90003,California
1636051,4,1,2759,8141,1975,90002,California
1950038,16,7,10288,24542,1987,90001,California
131428,20,8,17116,21452,1952,90000,California
1864643,9,4,3671,8296,1988,90004,California
424281,13,5,10160,17085,1954,90002,California
405288,1,1,1372,2159,1977,90004,California
155101,9,5,4148,7767,2015,90004,California
375952,15,5,16949,40045,2005,90004,California
1653626,10,5,5542,15130,2007,90004,California
1734866,20,9,15609,21648,1975,90003,California
1837018,1,1,500,1332,1962,90000,California
1712714,5,3,2092,4329,2004,90002,California
1650008,15,8,10692,42305,2013,90000,California
627247,9,3,3908,12927,2009,90000,California
650745,7,2,5721,12214,2008,90002,California
795214,9,4,4241,16287,1970,90003,California
585489,16,6,19378,46523,1972,90001,California
391275,1,1,1070,3303,1977,90002,California
1452749,18,9,14406,45446,2006,90001,California
1352006,12,6,11551,31719,1977,90001,California
1196151,15,7,8979,19611,1957,90001,California
1163376,10,4,3442,5300,1969,90004,California
1753579,11,4,7543,20113,1972,90002,California
1454219,1,1,643,2561,2021,90001,California
1047301,1,1,547,1287,1983,90001,California
827106,19,9,17600,45003,1971,90001,California
637866,10,4,4028,15330,1997,90002,California
476967,14,7,16859,21973,1981,90005,California
1830133,14,8,10801,13025,2002,90001,California
1114286,8,1,5388,6526,1997,90002,California
1539921,4,1,2005,7568,1996,90001,California
1989691,4,3,2408,7937,1961,90000,California
215955,13,6,7276,16807,1986,90002,California
1032090,8,2,4196,14253,1986,90005,California
1671257,14,6,14150,36532,2004,90005,California
1127372,2,2,626,2144,1989,90000,California
750304,12,4,10683,40549,1961,90001,California
1336018,1,1,766,1494,2015,90003,California
1637204,13,6,12218,23898,2016,90001,California
984669,9,5,5203,16802,1951,90002,California
141292,8,2,5624,16555,1988,90001,California
922942,7,3,5250,15680,2000,90001,California
475072,1,1,1296,2096,1955,90004,California
1784073,5,3,1757,6574,2006,90001,California
1462725,19,8,13234,38340,1993,90003,California
124574,14,6,12623,17270,2016,90005,California
1811659,5,1,2309,3418,2010,90001,California
1684287,1,1,1074,2436,1977,90002,California
1602742,4,2,2154,6464,1975,90001,California
854855,17,8,14585,55030,1988,90000,California
522254,4,2,2861,9005,1995,90000,California
1008350,4,2,2446,6670,1996,90000,California
1265715,6,3,2157,2869,2005,90003,California
209505,2,2,1245,3129,1981,90004,California
348331,9,4,3876,6144,1981,90001,California
1262151,18,9,17615,56788,2013,90003,California
1164797,1,1,1384,3118,1987,90000,California
335035,17,8,17173,42270,1995,90003,California
991456,6,2,1531,3915,1993,90000,California
1989022,14,9,7315,21027,2012,90002,California
1345992,12,6,9329,14440,1951,90000,California
1857668,3,1,1428,3824,1999,90002,California
1524678,13,7,14282,41260,1998,90002,California
1366328,3,1,772,2677,1963,90003,California
531606,5,2,1698,3528,1966,90004,California
183264,15,8,17791,65670,1983,90004,California
159941,1,1,1299,2375,2012,90002,California
645224,6,2,2266,4058,1997,90004,California
1354954,20,10,11375,12726,2014,90004,California
1386717,19,8,19333,73706,2019,90005,California
1616388,9,4,6993,15191,2022,90002,California
1616880,9,4,5490,21957,1977,90001,California
783480,15,8,13329,32226,1951,90004,California
1471559,18,9,7244,12857,2002,90001,California
417275,8,3,4747,9898,2009,90002,California
1702974,7,4,5296,14872,1962,90004,California
1865181,13,7,15163,18269,1951,90001,California
1402230,20,9,17183,51767,2012,90001,California
651190,14,6,13718,20099,2001,90005,California
401604,20,9,9763,37104,2016,90002,California
633536,18,8,10130,17763,1971,90002,California
1783148,18,10,12490,44914,2009,90003,California
1069735,18,10,17561,66080,2015,90003,California
1763183,6,1,2326,7736,1985,90003,California
1484954,2,1,691,1338,1953,90005,California
1431264,20,10,15151,47099,1963,90000,California
558920,3,1,1128,4137,1985,90005,California
443547,4,1,2375,9381,2015,90001,California
836093,13,6,13984,53075,1978,90004,California
1804343,7,3,3664,10569,1964,90003,California
1045183,15,7,17714,62513,1958,90004,California
1803628,20,9,15590,17351,1957,90002,California
981727,13,3,15920,28621,2008,90003,California
1081046,8,2,5247,6128,1988,90005,California
181999,19,10,7054,17258,1965,90000,California
1455723,5,2,2774,7180,1994,90000,California
353053,3,1,752,2019,2004,90002,California
1839954,1,1,1497,3100,1979,90003,California
590126,2,1,1072,2435,2015,90002,California
1745837,17,10,17770,33678,2000,90004,California
1691609,2,1,739,2084,1970,90000,California
493372,7,3,4001,7453,1993,90002,California
1097978,6,1,2004,7645,1975,90004,California
387011,8,6,3647,5580,1956,90002,California
734632,1,1,1230,3500,2008,90004,California
255893,12,5,12696,26377,1969,90004,California
699464,17,7,19790,63954,1962,90001,California
1025808,17,7,13442,51811,2014,90004,California
807156,8,3,5721,21672,1979,90000,California
1709308,8,4,5443,9911,1965,90001,California
1794550,18,9,19128,69787,2009,90002,California
1278974,5,2,2076,4193,1970,90003,California
1044894,7,3,5368,19341,2006,90001,California
1396211,16,7,12479,21858,1974,90004,California
573740,4,1,2683,9587,1966,90004,California
1931817,15,6,8094,16460,1984,90004,California
1909385,16,7,19595,62181,1973,90003,California
106276,19,8,17838,57335,2002,90000,California
348953,3,1,1005,2837,2013,90004,California
1864406,8,5,4085,10052,1960,90000,California
1664719,16,10,7819,25515,1982,90005,California
345069,14,7,12640,26698,1951,90003,California
1801107,11,6,12901,20977,1958,90004,California
1275224,13,5,12897,18037,1958,90005,California
991706,8,3,6340,17358,1976,90004,California
1430475,12,7,19604,60608,1992,90005,California
1128040,11,5,12980,46130,2016,90001,California
1858618,11,6,13503,27571,1998,90002,California
550647,16,9,8487,22399,1971,90004,California
422630,8,3,5533,8508,1979,90000,California
724778,7,1,5472,10199,1982,90005,California
1496115,1,1,1056,3768,1970,90004,California
1724951,19,9,19102,48091,2016,90003,California
875035,12,7,12203,42656,1957,90002,California
252098,18,9,9687,14258,1954,90003,California
250285,15,6,15809,59737,1967,90002,California
1653620,12,5,8986,15005,2011,90000,California
1710322,9,4,3509,10256,2000,90001,California
1597737,1,1,576,1837,1979,90000,California
809789,14,6,8759,17967,1964,90005,California
1845170,17,7,19335,45493,2002,90004,California
1308068,7,5,3894,14033,2007,90003,California
409337,4,1,1961,2492,1994,90005,California
686471,3,1,937,2438,1951,90000,California
744088,1,1,1469,5658,1985,90003,California
1402484,7,3,3580,8383,2020,90001,California
1993936,9,4,6315,12425,1976,90003,California
675460,9,3,4362,13264,2015,90004,California
921866,3,1,821,2406,1962,90001,California
222229,19,8,10863,22607,2008,90004,California
1605810,13,4,13238,31712,1995,90002,California
1574511,6,3,2796,10333,2008,90002,California
580510,5,4,2895,10517,2014,90003,California
1546223,6,2,1972,6533,1959,90004,California
1634131,8,4,4715,7621,1954,90005,California
1221266,4,3,2126,7723,1971,90002,California
1948606,8,5,3990,12478,1973,90005,California
1461470,13,7,13273,20469,1972,90005,California
1629406,18,9,15521,40407,1994,90003,California
452432,7,2,4130,12564,1985,90000,California
1464946,1,1,924,3006,1959,90004,California
104907,12,5,16967,50599,1953,90003,California
206213,20,10,11917,46558,1957,90004,California
696294,18,10,13508,32931,2018,90005,California
236314,16,7,13333,27945,2015,90003,California
1105542,9,5,3590,13517,1962,90002,California
998773,4,2,2990,10505,2019,90002,California
645455,13,5,14345,50954,1993,90005,California
1197248,20,9,11251,15529,1971,90005,California
1476901,13,4,13236,48743,2003,90001,California
1356087,7,3,5346,10304,2011,90001,California
1319181,1,1,1037,3935,2010,90000,California
210555,12,7,7128,7628,2000,90003,California
1189348,4,1,2336,8851,2015,90005,California
799491,11,5,8634,11028,1974,90004,California
1729766,19,8,11850,14411,1953,90004,California
1764717,14,6,10364,15882,1962,90005,California
1070533,7,1,6409,20656,2022,90000,California
269663,2,1,923,1990,1998,90005,California
1849962,7,6,3822,15009,1952,90001,California
1945017,8,1,4742,17006,1981,90005,California
1447430,18,8,13407,51854,1961,90003,California
767037,12,7,15890,48286,1973,90000,California
1917736,1,1,1200,4087,1997,90002,California
769657,17,10,10269,26488,1999,90005,California
218439,12,6,11998,41383,1991,90002,California
649025,3,1,1445,4607,1952,90001,California
1277557,9,6,3642,11205,1984,90001,California
1123568,20,9,19136,28919,2021,90005,California
312177,7,2,6766,23803,1980,90001,California
112810,8,5,4980,11482,1967,90002,California
1959539,18,8,19958,47616,2002,90001,California
1748903,10,3,5576,17132,2006,90001,California
1430109,16,7,11788,13017,1999,90004,California
1878161,9,5,4311,10876,2012,90005,California
300442,19,9,8160,31030,1975,90002,California
849406,2,1,1301,2532,1990,90000,California
1903244,4,1,2754,5029,1951,90002,California
233069,5,1,2029,3083,1988,90005,California
381683,15,6,7754,16782,2004,90001,California
1833156,1,1,592,1837,2003,90002,California
1716986,9,5,5971,9338,2013,90003,California
1446775,6,3,2758,3423,1999,90001,California
1599678,6,3,2364,5096,1959,90002,California
1123763,12,5,10334,38445,2014,90001,California
1997797,16,7,19451,75384,1993,90003,California
1685737,19,10,15393,33746,1982,90003,California
1076752,2,1,1176,2328,1986,90001,California
1424395,19,8,14197,16056,1987,90003,California
1578791,3,1,980,1555,1988,90003,California
1932826,17,8,16147,41838,1970,90002,California
1304894,12,5,13149,22859,2010,90005,California
748720,4,1,2964,8650,2008,90002,California
176781,3,1,1377,4539,1976,90003,California
1282075,1,1,834,3072,1982,90005,California
1828206,11,4,7715,9747,2006,90002,California
542469,15,7,7921,30618,1951,90004,California
1369234,9,4,3071,4454,2013,90001,California
1686966,17,10,19402,23113,2005,90000,California
506290,16,8,7307,17888,2011,90002,California
1704676,8,4,4650,17090,1974,90002,California
1748110,10,5,5337,9758,1961,90005,California
1953916,10,5,3870,8101,1952,90001,California
966770,16,7,19092,56014,1971,90004,California
1744045,15,6,11168,28536,1953,90000,California
1908649,13,6,17430,30774,1993,90005,California
1875455,18,9,13897,27741,1956,90000,California
1046628,19,10,10096,34580,1953,90005,California
145757,14,6,18766,61077,2011,90005,California
1567979,1,1,817,2782,1987,90005,California
565956,4,1,1644,5847,1977,75004,Texas
1353761,14,7,17092,65637,1987,75004,Texas
1576725,6,2,2418,5571,2017,75005,Texas
305816,6,1,1750,6025,2013,75003,Texas
1863361,5,1,1603,2439,2018,75000,Texas
1001094,3,1,729,1328,2012,75000,Texas
683374,14,6,8020,25779,1959,75003,Texas
1154465,3,2,789,2279,1992,75005,Texas
1200156,12,6,7042,17460,1978,75002,Texas
1133268,12,4,10278,18043,1977,75005,Texas
1145244,17,8,13900,18327,2014,75003,Texas
586809,4,3,2720,5451,2016,75001,Texas
486533,1,1,666,1761,1992,75002,Texas
320684,8,3,5666,6767,1954,75002,Texas
820991,10,5,3684,8404,1998,75001,Texas
1474440,6,3,2729,7444,1986,75004,Texas
1371995,20,9,15187,40680,1990,75004,Texas
1664707,10,7,6890,11455,1968,75003,Texas
103089,6,4,2187,7487,1971,75001,Texas
1566065,4,2,1867,4434,2019,75000,Texas
1616291,17,8,16532,63706,1978,75003,Texas
915526,9,6,3716,13488,2013,75001,Texas
644551,18,10,14605,18867,1996,75004,Texas
1297046,19,9,13339,47625,1956,75005,Texas
1406588,2,1,782,1768,1971,75001,Texas
316939,5,3,2579,9432,2009,75004,Texas
1665707,19,9,11495,36594,1992,75005,Texas
1875583,9,6,6292,14016,1970,75001,Texas
1953504,8,4,5080,8727,1995,75005,Texas
1585249,1,2,1375,3830,2003,75000,Texas
734653,18,9,15817,41035,1958,75004,Texas
1805754,8,3,3406,8555,1957,75001,Texas
1046956,11,6,8940,12547,1975,75000,Texas
1366787,10,4,6365,24423,1957,75004,Texas
588464,14,8,10537,28064,1990,75001,Texas
970195,11,5,13069,30485,1973,75002,Texas
970532,5,2,2133,3589,1993,75002,Texas
601069,6,2,2508,7490,2014,75003,Texas
416146,13,6,11209,23949,1988,75005,Texas
241391,8,4,4583,14325,1965,75002,Texas
1458196,20,9,12352,21390,2003,75005,Texas
1882103,9,4,6224,23327,1967,75003,Texas
1775216,12,5,8200,24069,2012,75001,Texas
1469824,10,5,3813,10714,1969,75004,Texas
1544165,3,2,1047,1774,1996,75005,Texas
153861,6,1,2816,10084,1950,75001,Texas
515464,14,4,8068,14166,2017,75005,Texas
1662792,11,7,12462,31661,1957,75004,Texas
881860,13,7,15791,59757,1953,75000,Texas
1073995,8,2,5680,10218,1959,75005,Texas
1440938,6,4,2234,8575,2022,75003,Texas
1537866,12,5,10358,25891,1999,75002,Texas
1603692,2,1,1219,4405,2015,75004,Texas
1771628,17,9,19046,28283,2019,75002,Texas
1029157,12,4,14840,51664,1989,75001,Texas
257197,6,2,1574,2078,1994,75000,Texas
1990554,9,5,6549,20003,2018,75000,Texas
1517207,5,1,2059,7927,2022,75002,Texas
847167,15,7,7792,16570,1950,75000,Texas
1614217,15,6,9446,32031,1965,75000,Texas
1763047,14,7,13507,35939,1969,75002,Texas
1376502,16,9,16818,48435,1976,75001,Texas
1304492,13,7,18215,60615,1957,75005,Texas
1590385,18,8,13967,24291,1956,75005,Texas
172119,13,6,7398,10750,2013,75004,Texas
1963772,9,5,4552,10761,2001,75002,Texas
1518285,1,1,576,1290,2020,75004,Texas
723915,20,9,15771,33964,1974,75005,Texas
1223941,2,1,967,3665,2018,75004,Texas
1641297,20,10,14122,28900,1982,75004,Texas
424756,20,9,7008,26948,2002,75003,Texas
1922259,15,7,12575,16606,2018,75001,Texas
1456755,8,4,6108,7269,1998,75001,Texas
518656,4,1,1593,6354,1989,75003,Texas
252864,4,2,2496,8242,2010,75005,Texas
217460,10,4,6562,10710,2006,75000,Texas
656916,8,4,6351,18744,1993,75001,Texas
1677206,2,1,1104,1920,1955,75005,Texas
1989875,11,6,12926,44900,1992,75003,Texas
949007,9,2,6531,11195,1979,75005,Texas
688828,4,2,1940,3180,1994,75002,Texas
1945054,9,4,3712,6690,1950,75003,Texas
1244726,20,8,10291,14584,1978,75002,Texas
1310118,12,6,14550,26863,2015,75001,Texas
1520498,15,8,10349,19558,2022,75002,Texas
201418,12,7,13940,23338,2011,75005,Texas
719777,13,4,12678,19415,2003,75000,Texas
406940,7,3,5527,21406,1969,75003,Texas
383482,3,1,915,2944,2001,75003,Texas
382948,8,3,3610,5070,2012,75003,Texas
625028,1,1,665,1742,1964,75002,Texas
1964508,20,10,17193,44987,1987,75002,Texas
1684664,14,7,8144,30124,1977,75004,Texas
1088667,3,1,1361,3103,2021,75000,Texas
1681048,16,9,15274,17338,1957,75001,Texas
1928994,14,5,8189,26867,2004,75005,Texas
1396552,14,9,12115,45537,1977,75003,Texas
112287,5,1,2182,8352,1959,75005,Texas
800636,9,6,4107,12495,1973,75005,Texas
474035,3,3,560,1885,2012,75005,Texas
352307,4,2,2214,8431,2007,75002,Texas
907168,14,6,11236,14286,1962,75004,Texas
1141465,3,1,1403,2185,1967,75000,Texas
1915190,18,9,12823,17101,2022,75004,Texas
718408,18,10,9454,27082,1972,75005,Texas
298856,5,3,2335,8408,2013,75003,Texas
801259,18,9,11258,40937,1998,75003,Texas
130603,19,8,11803,24323,1964,75004,Texas
1075885,2,1,1389,5115,1953,75001,Texas
1979763,6,4,2115,2618,1973,75002,Texas
1946875,9,4,3658,5770,2021,75004,Texas
1530129,14,6,11529,27974,2014,75000,Texas
829766,12,5,11322,40679,2016,75001,Texas
1898732,7,3,6286,9342,1974,75004,Texas
1067450,20,9,9387,20580,2019,75003,Texas
1778393,7,2,4896,15245,1958,75004,Texas
571387,18,9,16088,48227,1968,75002,Texas
1613177,14,8,12005,26672,1981,75005,Texas
1116449,6,3,1612,2825,1990,75004,Texas
245512,12,7,8927,17907,1992,75002,Texas
1640054,19,7,13045,41655,1951,75004,Texas
450275,16,8,19917,67746,1968,75000,Texas
1442760,16,6,16762,31207,1978,75003,Texas
1397036,15,5,19831,27889,2003,75004,Texas
1697093,16,6,10337,35465,1983,75004,Texas
1329370,1,1,1218,4632,1974,75005,Texas
154998,10,5,6964,24677,2002,75004,Texas
1725178,1,1,1252,4452,1988,75003,Texas
1019055,9,4,6096,11275,2020,75004,Texas
979547,11,6,10801,23027,2006,75002,Texas
1477790,13,6,15627,31490,1996,75000,Texas
382346,5,3,2521,3190,1997,75005,Texas
224430,4,2,2200,5745,2008,75001,Texas
821405,2,1,797,1455,1955,75002,Texas
252921,19,9,10749,40613,1979,75004,Texas
1689881,11,4,12229,39362,1966,75003,Texas
754577,11,6,12609,26607,1975,75003,Texas
1513297,7,3,4258,6790,2010,75001,Texas
452068,3,1,657,1207,2003,75005,Texas
815531,19,10,9714,29070,1982,75003,Texas
883660,15,6,8802,18449,2021,75002,Texas
341764,7,2,3548,10079,1987,75001,Texas
107759,8,5,3994,5535,1954,75001,Texas
727827,3,2,698,1741,1997,75002,Texas
1518102,1,1,1464,4200,2009,75001,Texas
790141,2,1,623,1427,1972,75001,Texas
233115,4,2,2302,6907,2016,75003,Texas
1574174,9,4,4585,17569,2007,75002,Texas
1311052,15,7,12241,18854,2012,75002,Texas
1197818,15,7,14555,49340,1981,75004,Texas
606919,9,5,6812,10464,1959,75003,Texas
1373393,1,1,614,1398,1967,75004,Texas
1803324,20,10,16631,30154,2021,75003,Texas
599791,15,6,13434,26593,1983,75004,Texas
864876,20,7,12624,17058,1999,75001,Texas
959997,16,10,18928,44461,2020,75000,Texas
1822371,2,2,759,2475,1997,75003,Texas
945759,6,3,2976,10858,2020,75005,Texas
1028457,5,3,2421,3626,1969,75002,Texas
108564,14,5,12365,48906,1957,75000,Texas
1043833,1,1,720,2431,2011,75000,Texas
1473437,10,4,4809,10401,2015,75005,Texas
1794523,20,10,10671,35568,2001,75002,Texas
1230365,11,6,17954,38528,1963,75001,Texas
988360,19,9,9577,36819,1998,75005,Texas
277032,5,2,2224,5587,1961,75005,Texas
308950,1,1,612,2343,2005,75001,Texas
1982069,4,1,1650,2612,1966,75001,Texas
1627087,2,2,827,1837,1954,75001,Texas
376842,18,9,19691,40640,2020,75003,Texas
897018,15,7,19762,43988,1989,75005,Texas
929284,4,1,2920,4143,1971,75000,Texas
1141532,18,10,7114,14065,2019,75001,Texas
324144,15,7,14682,28364,2015,75002,Texas
1415086,16,9,15469,51084,1991,75003,Texas
1406908,4,2,2850,8382,1955,75002,Texas
542246,7,3,4744,14165,1981,75005,Texas
657106,18,10,9902,34191,1989,75001,Texas
1652764,7,3,3768,6287,1965,75003,Texas
1769265,15,7,14573,29842,2021,75004,Texas
994202,10,5,3228,8217,1988,75001,Texas
1453004,7,2,5729,21303,1977,75005,Texas
1102471,9,3,4796,7490,1977,75002,Texas
1972203,4,1,2353,8421,1957,75001,Texas
840453,9,3,3410,9778,2018,75001,Texas
700475,15,7,11829,14055,1952,75004,Texas
1291670,20,9,11139,31084,1975,75001,Texas
1806742,18,10,7951,17518,1967,75004,Texas
409491,5,2,2184,6788,1951,75001,Texas
173029,10,4,6436,9823,2017,75001,Texas
